tagged_set_id	tagged_set_name	purpose_od	purpose_dc	num_of_images	image_format	labels	horizon	lowest_point_of_hood	highest_point_of_hood	update_gt_date
63b5a43b2426700446ce7272	official_batch_3_kramer_conti_mfc520_day_japan_for_train_updated	train	train	500	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:24:38
63b5a7332426700446ce7570	official_batch_1_george_conti_mfc520_japan_day_for_train_updated	train	train	1000	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:24:42
63b5a7902426700446ce75e8	official_batch_2_george_conti_mfc520_japan_day_for_train_updated	train	train	998	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:24:45
63b5a7fc2426700446ce7671	official_batch_3_george_conti_mfc520_japan_day_for_train_updated	train	train	1000	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:24:49
63b67fba2426700446d0237b	official_batch_4_george_conti_mfc520_japan_day_for_train_updated	train	train	996	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:24:52
63b680352426700446d02414	official_batch_5_george_conti_mfc520_japan_day_for_train_updated	train	train	556	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:24:55
63b680e12426700446d024e8	official_batch_6_george_conti_mfc520_japan_day_for_train_updated	train	train	1991	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:24:59
63b6812b2426700446d02559	official_batch_7_george_conti_mfc520_japan_day_for_train_updated	train	train	490	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:02
63b682442426700446d026a8	official_batch_8_george_conti_mfc520_japan_day_for_train_updated	train	train	998	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:05
63b682982426700446d02720	official_batch_9_george_conti_mfc520_japan_day_for_train_updated	train	train	1013	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:09
63b682fd2426700446d027ae	official_batch_10_george_conti_mfc520_japan_day_for_train_updated	train	train	1000	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:12
63b683322426700446d02808	official_batch_11_george_conti_mfc520_japan_day_for_train_updated	train	train	467	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:16
63b683c22426700446d028c8	official_batch_12_george_conti_mfc520_japan_day_for_train_updated	train	train	1483	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:19
63b684542426700446d0295b	official_batch_13_george_conti_mfc520_japan_day_for_train_updated	train	train	1614	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:23
63b69c0f2426700446d17be2	official_batch_14_george_conti_mfc520_japan_day_for_train_updated	train	train	2230	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:27
63b69e162426700446d18094	official_batch_15_george_conti_mfc520_japan_day_for_train_updated	train	train	2012	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:31
63b69f4d2426700446d1905f	official_batch_16_george_conti_mfc520_japan_day_for_train_updated	train	train	1156	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:34
63b6a0572426700446d1cd39	official_batch_1_hiroshima_day_fas_issues_for_train_updated	train	train	288	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:37
63b6a0772426700446d1d407	official_batch_2_hiroshima_day_fas_issues_for_train_updated	train	train	136	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:40
63b6a0902426700446d1d9a3	official_batch_3_hiroshima_day_fas_issues_for_train_updated	train	train	176	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:43
63b6a0cd2426700446d1e6dd	official_batch_4_hiroshima_day_fas_issues_for_train_updated	train	train	545	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:46
63b6a2432426700446d1f156	official_batch_5_hiroshima_day_fas_issues_for_train_updated	train	train	684	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:49
63b6a29d2426700446d1f1e5	official_batch_6_hiroshima_day_fas_issues_for_train_updated	train	train	713	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:52
63b6a32a2426700446d1f2a3	official_batch_7_hiroshima_day_fas_issues_for_train_updated	train	train	598	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:55
63b6a3a32426700446d1f342	official_batch_8_hiroshima_day_fas_issues_for_train_updated	train	train	1336	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:25:59
63b6a6632426700446d1f73b	official_batch_9_hiroshima_day_fas_issues_for_train_updated	train	train	219	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:02
63b6a6de2426700446d1f9c9	official_batch_10_hiroshima_day_fas_issues_for_train_updated	train	train	937	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:05
63b6a70c2426700446d1fa0a	official_batch_11_hiroshima_day_fas_issues_for_train_updated	train	train	442	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:08
63b6a7642426700446d1fa57	official_batch_1_homer_conti_mfc520_korea_day_for_train_updated	train	train	997	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:12
63b6a7b52426700446d1fadb	official_batch_2_homer_conti_mfc520_korea_day_for_train_updated	train	train	992	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:15
63b6a8172426700446d1fb6d	official_batch_3_homer_conti_mfc520_korea_day_for_train_updated	train	train	998	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:18
63b6a8742426700446d1fbfd	official_batch_4_homer_conti_mfc520_korea_day_for_train_updated	train	train	999	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:22
63b6a8d82426700446d1fc92	official_batch_5_homer_conti_mfc520_korea_day_for_train_updated	train	train	997	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:25
63b6a93e2426700446d1fd33	official_batch_6_homer_conti_mfc520_korea_day_for_train_updated	train	train	994	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:28
63b6aa582426700446d1fe7d	official_construction_cones_batch_1_for_train_updated	train	train	938	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:32
63b6be492426700446d26ebd	official_batch1_peds_2w_ratio_stabilizer_for_train_updated	train	train	1078	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:48
63b6bef72426700446d26f9b	official_batch2_peds_2w_ratio_stabilizer_for_train_updated	train	train	1000	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:52
63b6c0232426700446d270ab	official_batch1_highway_fas_for_train_updated	train	train	1065	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:56
63b6c0732426700446d27109	official_batch2_highway_fas_for_train_updated	train	train	1050	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:26:59
63b6c0c72426700446d27172	official_2w_motor_overtaking_trucks_leftovers_for_train_updated	train	train	917	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:02
63b6c1722426700446d27311	official_overtaking_trucks_batch_2_for_train_updated	train	train	1003	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:06
63b6c1d02426700446d2745a	official_2w_motor_overtaking_trucks_leftovers_batch_2_for_train_updated	train	train	672	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:10
63b6c2b52426700446d2772b	official_overtaking_trucks_batch_1_for_train_updated	train	train	2129	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:14
63b6c7432426700446d2b19a	official_batch1_dummy_train_set_filtered_1_for_train_updated	train	train	245	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:17
63b6c7c22426700446d2cd1e	official_batch2_vans_for_psa_drives_for_train_updated	train	train	1170	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:21
63b6c9642426700446d2d08a	official_yellow_vest_batch_1_for_train_updated	train	train	1078	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:25
63b6c9a82426700446d2d0e1	official_yellow_vest_batch_2_for_train_updated	train	train	567	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:28
63b6ca042426700446d2d13a	official_renault_continental_test_yellow_vest_for_train_updated	train	train	451	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:31
63b6ca682426700446d2d195	official_grid_yellow_vest_for_train_updated	train	train	185	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:34
63b6cc882426700446d2d2a8	official_big_set_2w_rider_for_train_updated	train	train	768	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:37
63b6cd952426700446d2d3ba	official_big_set_2w_rider_04_for_train_updated	train	train	409	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:48
63b6cde72426700446d2d416	official_big_set_2w_rider_05_for_train_updated	train	train	746	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:51
63b6cecc2426700446d2d47e	official_big_set_2w_rider_06_for_train_updated	train	train	1838	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:56
63b6cf372426700446d2d4df	official_big_set_2w_rider_07_for_train_updated	train	train	829	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:27:59
63b6cf912426700446d2d53b	official_2w_germany_general_issues_for_train_updated	train	train	277	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:02
63b6cff92426700446d2d5ad	official_batch1_2w_rider_germany_for_train_updated	train	train	593	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:05
63b6d0822426700446d2d647	official_batch1_2w_rider_general_issues_for_train_updated	train	train	720	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:09
63b6d30f2426700446d2d9c7	official_open_road_2w_data_from_july22_germany_workshop_for_train_updated	train	train	318	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:12
63b6d3442426700446d2da2b	official_open_road_2w_data_from_july22_germany_workshop_batch2_for_train_updated	train	train	383	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:15
63b6d3672426700446d2da8a	official_open_road_2w_data_from_july_germany_workshop_for_train_updated	train	train	57	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:17
63b6d3992426700446d2daf6	official_2w_longi_urbanic_for_train_updated	train	train	262	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:20
63b6d41f2426700446d2dbbc	official_truncated_peds_in_center_from_preliminary_for_train_updated	train	train	378	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:23
63b6d4cc2426700446d2dc42	official_truncated_valid_set_for_train_updated	train	train	1971	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:28
63b6d5b12426700446d2dcd8	official_fas_random_23_set_for_train_updated	train	train	1116	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:32
63b6d6af2426700446d2dd73	official_fas_peds_part_2_for_train_updated	train	train	737	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:36
63b6d71e2426700446d2de11	official_fas_peds_datasets_tagged_for_train_updated	train	train	947	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:39
63b6d7e02426700446d2e37e	official_strange_trucks_dataset_for_train_updated	train	train	2130	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:44
63b6d8902426700446d2e768	official_4w_india_set_batch1_for_train_updated	train	train	1801	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:49
63b6d9152426700446d2ec6b	official_4w_india_set_batch2_for_train_updated	train	train	1300	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:53
63b6e1922426700446d318b6	official_2w_longi_sanity_data_from_july_germany_workshop_for_train_updated	train	train	1003	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:28:57
63b6e3032426700446d31f75	official_additional_sanity2w_data_for_train_updated	train	train	3950	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:04
63b6e3c52426700446d3278e	official_bike_and_dummy_data_for_train_updated	train	train	2014	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:08
63b6e43e2426700446d32818	official_medium_prior_day_longitudinal_motorbike_and_bicycle_with_vest_for_train_updated	train	train	1025	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:12
63b6e5162426700446d32d64	official_medium_prior_day_crossing_bicycle_no_vest_new2_for_train_updated	train	train	2260	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:17
63b6e60b2426700446d334e5	official_medium_prior_crossing_motorbike_with_vest_for_train_updated	train	train	2220	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:22
63b6e6582426700446d33c15	official_2w_city_for_train_updated	train	train	40	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:25
63b6eb0a2426700446d34dd9	official_bike_set_2_for_train_updated	train	train	104	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:28
63b6eb4c2426700446d34e48	official_bike_yellow_longi_range50m_for_train_updated	train	train	92	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:31
63b6ec312426700446d34ec9	official_additional_sanity_2w_longi_from_train_data_for_train_updated	train	train	1766	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:35
63b6ec442426700446d34f36	official_sanity_2w_longi_from_germany_data_for_train_updated	train	train	117	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:38
63b6ec782426700446d34fa2	official_sanity_2w_longi_small_batch2_for_train_updated	train	train	340	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:41
63b6ec9d2426700446d35011	official_sanity_2w_longi_small_batch_for_train_updated	train	train	345	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:44
63b6ed452426700446d3513e	official_unify_2w_crossing_moved_from_test_for_train_updated	train	train	1236	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:48
63b6ef1d2426700446d35ba0	official_unify_sanity_2w_longi_from_the_similar_old_test_sets_for_train_updated	train	train	5725	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:29:57
63b6ef9b2426700446d36105	official_rnm_open_road_for_train_updated	train	train	30	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:00
63b6efba2426700446d36176	official_crossing_black_car_40m_70m_45m_for_train_updated	train	train	143	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:03
63b6f0242426700446d362d2	official_crossing_black_car_40m_70m_60m_for_train_updated	train	train	315	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:13
63b6f0482426700446d365c0	official_crossing_black_car_40m_70m_65m_for_train_updated	train	train	344	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:16
63b6f0732426700446d368ac	official_crossing_black_car_40m_70m_70m_for_train_updated	train	train	503	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:19
63b6f19c2426700446d36bb1	official_ncap_2w_longi_for_train_updated	train	train	2336	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:24
63b6f1c22426700446d36c32	official_set_1_cpnc_week_19_for_train_updated	train	train	131	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:27
63b6f1df2426700446d36cab	official_cpnc_n_close_loop_crossing1_for_train_updated	train	train	59	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:30
63b6f2912426700446d36d31	official_ncap_2w_longi_close_loop_1_for_train_updated	train	train	145	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:33
63b6f3092426700446d37034	official_longi_2w_ncap_dataset_for_train_updated	train	train	179	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:36
63b6f3ee2426700446d37821	official_dummy_longi_data_2st_batch_for_train_updated	train	train	2668	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:41
63b6f46c2426700446d37d9b	official_dummy_longi_data_1st_batch_for_train_updated	train	train	374	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:45
63b6f4ac2426700446d38090	official_set_2_cpnc_week_19_for_train_updated	train	train	586	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:49
63ba77e22426700446d42e25	official_ped_yellow_standstill_movingcar_30_for_train_updated	train	train	68	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:52
63ba77f42426700446d42ea4	official_longitudinal_ped_0m_male_with_yellow_vest1_for_train_updated	train	train	193	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:56
63ba78142426700446d42f24	official_longitudinal_ped_0m_male_for_train_updated	train	train	364	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:30:59
63ba78b52426700446d42fa6	official_ped_crossing_yellow_0m_20m_for_train_updated	train	train	2248	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:05
63ba795b2426700446d43031	official_ped_yellow_10m_50m_occlusion_01_for_train_updated	train	train	2048	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:10
63ba79852426700446d430bf	official_crossing_ped_with_yellow_vest_5_15m_for_train_updated	train	train	456	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:14
63ba79a32426700446d4314b	official_crossing_ped_30m_with_vest_set_for_train_updated	train	train	279	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:17
63ba79c92426700446d431d1	official_crossing_ped_15m_with_vest_images_for_train_updated	train	train	340	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:21
63ba79d82426700446d43256	official_ped_yellow_10m_50m_for_train_updated	train	train	110	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:24
63ba79e72426700446d432dc	official_crossing_ped_with_vest_10_30m_for_train_updated	train	train	119	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:27
63ba7afa2426700446d4337b	official_ped_90_degree_15m_35m_withoutvest_for_train_updated	train	train	2573	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:33
63ba7bbe2426700446d43410	official_ped_longi_yellow_range50m_for_train_updated	train	train	2213	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:38
63ba7c262426700446d4349b	official_ped_longi_black_range50m_for_train_updated	train	train	1177	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:43
63ba7c902426700446d43529	official_walking_ped_90__degree_0_10m_for_train_updated	train	train	1117	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:47
63ba7caa2426700446d435be	official_ped_crossing_0_10m_for_train_updated	train	train	52	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:50
63ba7cd82426700446d4364d	official_peds_35_50m_without_vest_the_rest_for_train_updated	train	train	363	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:54
63ba7d032426700446d436dc	official_crossing_ped_35m_50m_yellow_vest_for_train_updated	train	train	454	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:31:57
63ba7d2f2426700446d4376b	official_peds_35_50m_without_vest_for_train_updated	train	train	439	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:01
63ba7d3d2426700446d437fa	official_longitudinal_ped_0m_80m_for_train_updated	train	train	105	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:04
63ba7d692426700446d4388a	official_ped_on_grass_02_for_train_updated	train	train	458	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:07
63ba7d832426700446d4391b	official_medium_prior_random_ped_trees_for_train_updated	train	train	223	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:10
63ba7dae2426700446d439ae	official_ped_on_grass_for_train_updated	train	train	419	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:14
63ba7deb2426700446d43a41	official_gravel_ped_data_for_train_updated	train	train	612	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:18
63ba7e2a2426700446d43ad7	official_medium_prior_random_ped_snow_1_for_train_updated	train	train	627	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:21
63ba81a92426700446d472ee	official_sanity_night_random_peds_dataset_02_06_for_train_updated	train	train	81	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:24
63ba81d32426700446d47c52	official_sanity_night_2w_dataset_02_06_for_train_updated	train	train	55	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:27
63ba82ca2426700446d48e59	official_sanity_night_peds_longi_with_vest__for_train_updated	train	train	153	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:30
63ba82ff2426700446d48ef3	official_night_sanity_peds_data_randomly_moving_for_train_updated	train	train	416	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:34
63ba832f2426700446d494e4	official_sanity_2w_mostly_crossing_and_random_cycling_data_for_train_updated	train	train	478	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:37
63ba834f2426700446d49c21	official_night_longitudinal_ped_no_vest_train_for_train_updated	train	train	337	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:40
63ba84382426700446d4a3a9	official_night_static_ped_longitudinal_car_for_train_updated	train	train	3977	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:48
63ba85172426700446d4a44c	official_night_car_crossing_black_passat_for_train_updated	train	train	162	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:51
63ba855e2426700446d4a4ec	official_ncap_cpla_night_08_11_22_filtered_for_train_updated	train	train	480	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:32:55
63ba86502426700446d4af44	official_ncap_cpla_set_night_08_11_22_for_train_updated	train	train	4312	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:33:03
63ba978a2426700446d4dbba	official_ncap_night_2w_for_train_updated	train	train	120	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:33:06
63bab4b32426700446d4e33e	official_ncap_night_for_train_updated	train	train	480	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:33:09
63bab5642426700446d4e4ba	official_cpfa_night_set_for_train_updated	train	train	103	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:33:12
63bab6022426700446d4e5e0	official_cpnc_night_set_for_train_updated	train	train	581	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:33:16
63bab9472426700446d4e786	official_night_dataset_2w_and_peds_15_12_22_for_train_updated	train	train	177	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:33:19
63bab9a72426700446d4e83a	official_night_dataset_open_road_and_urban_14_11_22_for_train_updated	train	train	463	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:33:23
63bac0182426700446d4ed26	official_night_issues05_for_train_updated	train	train	598	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:34:25
63bac04a2426700446d4edd8	official_night_issues04_for_train_updated	train	train	508	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:34:28
63bac5152426700446d4eea9	official_night_issues03_for_train_updated	train	train	203	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:34:32
63bac79d2426700446d55a13	official_batch3_night_set_for_train_updated	train	train	1038	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 17:35:02
64e3738b7225d01c8be18b11	official_batch_6_yochen_mfc520_for_train_updated_tagged_images	train	train	1137	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 18:26:58
63b6efed2426700446d361e9	official_crossing_black_car_40m_70m_50m_for_train_updated	train	train	149	QUAD	unknown, unknown, unknown, unknown	950	1675	1585	21/08/2023, 18:31:09
